job_id,scraped_job_title,recruiter_name,job_location_text,full_job_description,extracted_clues,potential_companies,analysis_summary,top_company,top_confidence
aa6b018b-649f-4974-9ce4-52abe56e4093,CNC Operator,Precision People,Leicester LE7,"**CNC setter / Operator**  
**Location:** Leicester LE7  
Hours: Monday to Thursday 19.45 - 06.00  
Payrate - up to £17.00 p/h   
**Interviews Happening Immediately**  
Are you a skilled CNC Milling Setter / Operator looking for your next opportunity?  
 We're working with a well-established and growing engineering firm in **Leicester** who are looking to add to their friendly team.  
This role offers **great rates of pay,****steady day shifts**, and the opportunity to go **permanent** from day 1 for the right person.  
**What You'll Be Doing**  
- Working from **Engineering drawings**
- Operating a CNC Milling Machine
- Producing components to a high standard
- Reporting to the Workshop Manager
- Occasionally working independently on varied jobs and materials
**What We're Looking For**  
- **An individual with CNC Milling and Turning experience**
- Strong background in **an engineering environment**
- Confident reading engineering drawings would be an advantage
- Someone with a flexible approach to work and a desire to learn
- Someone who can hit the ground running and work on their own initiative
- Must be a capable engineer (Apprentice or 'On the Job' trained)
- Must have previous experience of being a setter operator within a busy engineering environment.
- Must have previous Night Shift working experience and want to continue working nights
**Why You'll Love It Here**  
- Excellent hourly rate - up to **£17.00 p/h**
- Night shift**Monday - Thursday working**
- **3 day weekend**
- Genuine Permenant opportunity
- Great team environment and solid support from day one
**Interested? Let's talk!**  
**Call****Stacey Catterall** on   
 (phone number removed)  between 8 am - 5 pm to discuss your experience and the next steps. Or click **""Apply Now""** and we'll be in touch to chat through your CV.  
Ref: CNC Operator   
INDTEMP","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
1c3c9b36-95e7-4481-ae5a-adf711d22bc4,CNC Operator,Precision People,Leicester LE7,"CNC Operator  
Location: Leicester LE7  
Hours: Monday to Thursday 19.45 - 06.00  
Payrate - up to £14.00 p/h   
Interviews Happening Immediately  
Are you a skilled CNC Turning Operator looking for your next opportunity? We're working with a well-established and growing engineering firm in Leicester who are looking to add to their friendly team.  
This role offers great rates of pay, steady day shifts, and the opportunity to go permanent from day 1 for the right person.  
What You'll Be Doing  
- Working from Engineering drawings
- Operating a CNC Turning Machine
- Producing components to a high standard
- Reporting to the Workshop Manager
- Occasionally working independently on varied jobs and materials
What We're Looking For  
- An individual with CNC Milling or Turning experience
- Strong background in an engineering environment
- Confident reading engineering drawings would be an advantage
- Someone with a flexible approach to work and a desire to learn
- Someone who can hit the ground running and work on their own initiative
Why You'll Love It Here  
- Excellent hourly rate - up to £14.00 p/h
- Night shiftMonday - Thursday working
- 3 day weekend
- Genuine temp-to-perm opportunity
- Great team environment and solid support from day one
Interested? Let's talk!  
CallStacey Catterall on  
 (phone number removed)  between 8 am - 5 pm to discuss your experience and the next steps. Or click ""Apply Now"" and we'll be in touch to chat through your CV.  
Ref: CNC Operator   
INDTEMP","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
d83af962-bbfc-456a-a8c7-bcafc9e6ca0e,Graduate Engineer,Precision People,"Leicester, LE19","Graduate Engineer Engineering Degree Required Mechatronics, Mechanical or Electrical Leicester, LE19 Excellent Package and Development Opportunities Are you a bright, practically minded Mechatronics or Electrical Engineering graduate with a passion for engineering and a desire to travel the world? We’re offering an outstanding opportunity to join a fast-growing UK manufacturer of advanced CNC and EDM-based machinery used in global aerospace and industrial applications. With double-digit year-on-year growth and a strong international client base, this is your chance to get in at the ground level of a business that values initiative, technical curiosity, and career progression. The Role:You will be trained in one of the following areas: - Applications Engineering (Apps)Develop, run and fine-tune complex machine programs to match customer part specifications. Support acceptance trials, provide remote and in-person training, and travel globally to support customer implementations. Up to 40% international travel expected. - Service EngineeringInstall, commission and maintain cutting-edge precision machines at client sites around the world. Ideal for technically confident individuals eager to gain international experience and problem-solve under real-world conditions.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
5baa5a41-c797-4c3b-ba00-3ff69642829e,Finance Manager,Precision People,Leicestershire,"Role: Finance Manager   
 Salary: £50,000-£52,000  
 Location: Leicester  
 Are you a Finance Manager who thrives in a hands-on role? Do you enjoy rolling up your sleeves, leading from the front, and influencing decisions at the board level? If so, this opportunity could be exactly what you're looking for.  
 This is a pivotal Finance Manager position within a well-established engineering services business. The company is part of a respected international group, giving you the security of global backing with the variety of a smaller, close-knit UK team.  
 The Role   
 As Finance Manager, you'll oversee the full UK finance function, supported by a Finance Assistant. You'll be responsible for everything from balance sheets and P&L to invoicing, reconciliations, and stock management.  
 Key elements of your week will include:  
- Leading all finance operations for a £4-5m turnover business
- Monthly reporting to the Group CFO
- Partnering with senior managers to control budgets and drive cost savings
- Preparing financial analysis and business cases to support strategic decisions (including acquisitions)
- Presenting financial insights to influence board-level discussions
- Ensuring strong internal controls and compliance across finance processes
Minimum Skills / Experience Required:  
 This isn't a role for someone who wants to sit back and delegate. You'll be a hands-on Finance Manager with a proven track record of delivering results in the industry.  
 You must have:  
- Finance leadership experience within engineering, manufacturing, or service-led businesses
- CIMA qualification (part or fully qualified)
- The ability to present financial data with confidence and influence senior managers
- Solid experience in reporting, analysis, and hands-on financial management
It's a bonus if you also have:  
- Experience supporting mergers & acquisitions or preparing business cases
- Worked in an international group reporting environment
We cannot consider candidates from practice-only or public-sector backgrounds.  
 The culture  
 You'll be joining a down-to-earth, service-focused business where everyone contributes. The senior management team values commercial awareness, pragmatism, and collaboration. With just 50 employees, this is an environment where your impact will be felt daily.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
f9457174-4c6b-43e2-b2b6-1c1e89d88cf6,Welder,Precision People,"Loughborough, LE11","Welder /Fabricator   Paying £16.50 per hour   Based in Loughborough LE11   Our client is looking for an experienced  welder/ fully skilled fabricator to join their expanding team.  Interviewing immediately  Day shift  0715 - 1615 Mon - Thursday   0715 - 1215 Friday   JOB PURPOSE: To report to the fabrication Manager  Welding structural steel including gantries   To read all engineering drawings   Fully skilled in fabrication and Plating   THE  Welder Fabricator CANDIDATE:  Ability to Weld and Fabricate to a High Standard  Ability to weld up to 10mm  Previous experience welding and fabricating bridges and gantries  Highly skilled apprentice-trained fabricator who can read engineering drawings and cope with varied jobs and materials.  More than 3 years industry experience welding and fabricating mid to heavy gauge mild steel   Candidate should be able to work on their own initiative.  Interested? To apply for the  welder role, here are your two options:  1. ""This is the job for me! When can I start?"" - Call now and let’s talk through your experience. Ask for Sharon Pickering   on (phone number removed) between 8am - 5pm 2. ""I think I'm right for this position, but I'm not sure I have enough to be get an interview"" - Click ""apply now"" so I can read your CV and let you know Precision are committed to keeping our candidates informed and offer a guaranteed response within 7 days when applying through the application system  Ref: Welder / Fabricator  INDTEMP","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
920d2914-75b5-41c3-91a7-b0584a7e24f8,Production Scheduler,Precision People,"Leicestershire, Location: Leicester","A long-established, fast-growing manufacturing business is seeking a highly motivated Production Scheduler to join its expanding operations team. You will be responsible for building and maintaining an accurate production schedule, ensuring work is released to the shop floor in line with customer requirements and agreed delivery dates.

Key Responsibilities
- Develop and maintain a detailed production schedule across all manufacturing departments, ensuring output aligns with customer commitments as a Production Scheduler
- Release jobs to production with complete and accurate information, supporting smooth workflow and minimising disruption.
- Analyse demand and capacity to optimise work centre loading, avoid bottlenecks, and maximise utilisation of machinery and labour.
- Monitor production progress in real time, proactively adjusting schedules in response to operational changes, labour availability, or equipment issues.
- Maintain full visibility and traceability of work in progress using scheduling tools and reporting systems as a Production Scheduler
- Collaborate closely with Sales, Estimating, Operations, and Procurement to ensure production plans support overall business priorities.
- Support proactive customer communication by reviewing delivery changes during office-stage processing and ensuring timely escalation where needed.
- Identify and resolve scheduling issues such as material shortages, lead-time variances, and resource conflicts.
- Track and report on key KPIs, including:
- Drive continuous improvement in planning accuracy and production efficiency through data-driven analysis.
- Work alongside Production Management and IT support to enhance ERP and planning systems.
- Take ownership of scheduling KPIs such as schedule adherence and DIFOT (Delivery in Full, On Time), analysing variances, and driving corrective actions as a Production Scheduler

Minimum Skills / Experience Required:
- Proven experience in production scheduling or planning within a manufacturing environment.
- Strong understanding of ERP systems and planning principles, with confidence in interpreting system-generated data.
- Excellent organisational and time-management abilities.
- High level of accuracy, attention to detail, and commitment to quality.
- Self-motivated, adaptable, and able to work using your own initiative.
- Strong communication and teamwork skills, with a professional and courteous manner.
- Integrity, honesty, and a positive attitude toward innovation and change.
- Ambition to build a long-term career within a growing business.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
39d49e00-b9c4-4456-9483-244061a6e9bd,Press Brake Setter Operator,Optima UK Inc Ltd,"Wigston, Leicestershire","Hours: Monday - Friday, 7:30am - 4:30pm and Friday, 7:30am - 12:30pm
Benefits:
- Permanent position
- Overtime opportunities
- Training and progression potential
- Modern, well-equipped workshop
- Supportive and established team
About the Company:
A well-established engineering and manufacturing business, recognised for producing high-quality sheet metal and fabricated components for a range of industries. With ongoing investment in modern machinery and a commitment to developing their people, they're now seeking an experienced Press Brake Setter Operator to join their team.
The Press Brake Setter Operator Role:
As a Press Brake Setter Operator, you'll be responsible for setting, operating, and adjusting CNC press brake machines to produce precision sheet metal parts in line with customer specifications.
Key Responsibilities:
- Set and operate CNC press brake machines (Amada, Bystronic, Trumpf, or similar).
- Read and interpret technical drawings and engineering plans.
- Carry out first-off inspections and ensure quality throughout production.
- Adjust machine settings and tooling to achieve accurate folds and dimensions.
- Maintain equipment, report faults, and ensure safe working practices.
- Work efficiently to meet production targets and deadlines.
About You
- Proven experience setting and operating CNC press brakes.
- Ability to read and interpret engineering drawings.
- Positive, proactive attitude with good communication skills.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
1799b418-6b05-4989-b3c8-25535b00b7f5,Assistant General Manager,Private Employer,"Leicester, Leicestershire, East Midlands","Assistant General Manager  
Leicester City Centre  
Up to £35,000 DOE  
Full-Time, Daytime Hours, Weekends Essential  
 Do you want to progress into a General Manager role within the next 6 months?  
 Our client is a Scandinavian–New York inspired brunch restaurant built on friendship, connection, and exceptional coffee. Their calm, design-led space offers a welcoming home for people who appreciate craft — from perfectly pulled espresso shots to beautifully plated brunch dishes. Due to their growth, they are expanding their leadership team and are looking for an ambitious professional to join their team. This role is ideal for a seasoned hospitality manager with strong barista skills and a passion for people.  

The role  
Assistant General Manager
- Oversee daily operations, service flow, and team performance.
- Uphold high standards of coffee, food, and atmosphere.
- Manage compliance, rotas, stock control, and reporting.
- Lead by example during busy brunch periods.
- Manage stock control, cost efficiency and supplier orders.
Senior Barista (essential)
- Lead all aspects of coffee preparation, training, and quality control.
- Support daily operations, rotas, and guest experience alongside the GM.
- Act as floor lead when the GM is away.
- Maintain EHO and hygiene compliance with precision and care.
- Maintain excellent customer service ensuring all issues are resolved
The candidate:
- Minimum 2 years’ management experience in a premium café, brunch restaurant, or boutique hospitality setting.
- Minimum 2 years’ barista experience, ideally at senior or lead level.
- Basic food hygiene or EHO knowledge desirable
- Confident in workflow management and team leadership.
- Weekend availability essential.
What is on offer:
- Competitive pay (based on experience)
- Daytime hours: typically between 08:00–19:00
- Opportunities for growth within a creative, design-led concept
- Supportive and inspiring working culture
Interested? Please click ‘Apply’ today!","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
39c60b66-d30d-403a-8d49-45224374d36f,Welder,Elite People,"Loughborough, Leicestershire","**Welder (Structural) – Permanent Position**  
**Location:** Loughborough  
**Salary:** £18 per hour  
**Hours:** 38 hours per week (Monday to Friday, 07:30–16:30)
**About the Role**
Our client is a well-established and rapidly growing engineering company, now looking for a skilled Welder to join their expanding team. If you’re confident in your welding abilities and want to build a long-term career within a supportive and forward-thinking business, this role could be ideal for you.
**Key Responsibilities**
- Carry out high-quality MIG welding using engineering drawings and jigs
- Perform flat and vertical-up welds with precision
- Interpret engineering drawings and weld symbols accurately
- Take accurate measurements and ensure work meets specifications
- Maintain excellent safety standards and follow all company procedures
**What We’re Looking For**
- Proven experience in Overhead, Vertical-Up, and Downhand welding
- Ability to read technical drawings confidently
- Strong attention to detail and commitment to quality
- Reliable, safety-conscious attitude and good teamwork skills
**Why Join Us?**
- Competitive pay at **£18 per hour**
- Stable, full-time, permanent position
- Opportunities to progress within a growing company
- Supportive team with a positive working environment
- Access to modern tools, equipment, and facilities","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
ab835962-381d-4d62-8e8f-0b96bcd66eec,MIG Welder,Your Recruiters,Loughborough,"If you’ve got MIG welding experience and want to join a company that actually invests in your skills, this is the one. You’ll be working on high quality sheet metal projects for major customers, using modern equipment in a clean, organised workshop where precision and pride really matter. This is a busy, long established manufacturer in Loughborough with around 100 staff and a full order book stretching well into next year. They’re known locally for looking after their people, promoting from within and offering genuine training opportunities to help you progress in your career. Pay: £14.00 - £15.50 per hour (based on experience, reviewed after probation) Benefits: Profit Share Scheme, Multi Skilled Bonus (£1/hr extra), Overtime Pay Premiums, 30 Days Holiday (Including Bank Holidays), Enhanced Sick Pay and Healthcare Plan, Group Life Cover, Clear Career Progression Path, Training and Upskilling Opportunities, Internal Promotion Opportunities and Cycle to Work Scheme. Your Responsibilities: Carry out MIG welding on sheet metal components, ensuring strong and accurate welds. Set up and adjust welding equipment for various materials and specifications. Read and interpret engineering drawings to achieve precise, consistent results. Perform quality checks using measuring tools to verify weld integrity. Support grinding and finishing of welded components as required. What We’re Looking For: Proven experience in MIG welding within a manufacturing or fabrication environment. Ability to interpret drawings and produce accurate, high quality welds. Competence with grinders, finishing tools and fabrication equipment. A good eye for detail and pride in producing clean, professional work. Reliable, adaptable and confident working both independently and as part of a team. Recruitment Process: To apply, simply upload your CV below or contact Josh Whitmore on (phone number removed) or (url removed) Successful candidates will then be invited to an onsite interview and MIG welding skills test with the Team Leader. Ready to take your welding career further with a company that values your craft? *Your Recruiters Ltd is an equal opportunity employer, celebrating diversity and inclusion at every level. All applications receive a personal response, with detailed feedback for anyone interviewed but unsuccessful.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
0374ff2e-9e77-40ba-b336-a979767aa53f,Engineering Project Manager,Reevr Talent Ltd,"Hinkley, Leicestershire, East Midlands","A growing engineering business specialising in the design and manufacture of bespoke automation and mechanical systems is seeking an experienced Engineering Project Manager to join its expanding team. The company operates across regulated and industrial sectors, delivering complex, high-precision systems that meet demanding technical and regulatory standards.
As a well-established and employee-focused organisation, the business continues to invest in innovation and people, with a strong pipeline of new projects and long-term customer partnerships.
**The Role** 
 As Engineering Project Manager, you’ll take ownership of multiple projects from initial concept through to final delivery. You will oversee planning, coordination, and execution across mechanical, electrical, software, and build disciplines—ensuring projects are completed on time, within budget, and to the highest quality standards.
This is a hands-on, delivery-focused position that requires both technical understanding and strong commercial acumen. You’ll work closely with customers, engineering teams, and senior stakeholders to drive accountability and successful outcomes across the full project lifecycle.
**Key Responsibilities**
- Lead and manage several concurrent engineering projects (typically 3–4 at a time) from concept through to completion.
- Ensure all projects meet contractual and commercial milestones, including agreed payment stages.
- Take ownership of project budgets, costings, and margins.
- Plan and allocate resources effectively across design, build, and commissioning teams.
- Lead structured design reviews and ensure adherence to engineering standards and compliance requirements.
- Act as the main customer contact throughout the project, managing scope changes, risks, and technical queries.
- Ensure projects meet internal quality, documentation, and handover standards.
- Drive continuous improvement across processes, design delivery, and communication.
**About You** 
 We’re looking for an experienced and proactive Project Manager with a strong background in automation, machinery, or special-purpose equipment design. You’ll be commercially aware, technically capable, and confident managing cross-functional teams and customers in a dynamic environment.
**Key Skills & Experience**
- Degree-qualified in Mechanical Engineering or related discipline.
- Minimum 10 years’ experience managing engineering or automation projects.
- Strong technical understanding of automated systems, robotics, or machinery.
- Proven experience in regulated or high-precision industries (medical, healthcare, packaging, etc.).
- Confident managing budgets, timelines, and multi-disciplinary engineering teams.
- Skilled communicator with the ability to manage stakeholders at all levels.
- Proficient in Microsoft Project or similar project management tools.
**Personal Attributes**
- Hands-on and delivery-focused with a strong sense of ownership.
- Collaborative, calm under pressure, and customer-oriented.
- Able to balance technical, commercial, and operational priorities effectively.
- Willingness to travel occasionally within the UK and overseas.
**What’s on Offer**
- Competitive salary and benefits package.
- Opportunity to lead innovative engineering projects with real impact.
- A supportive environment with autonomy, variety, and career growth potential.
- Work within a forward-thinking, employee-driven business investing in technology and people.
If this role would be of interest to you, please click apply today.","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
85168167-47dc-490f-a633-a75e69d15e60,Nights Warehouse Team Leader - Lutterworth,Centric Talent,"Lutterworth (Harrier Parkway Hurricane 258, Lutterworth LE17 4XT)","Ready for a career move where you can make a real impact? Join **the client**, one of the UK's top distribution brands, as a Warehouse Team Leader and play a vital role in driving success. We're looking for a dedicated leader who thrives in a fast-paced, dynamic environment and is passionate about helping the team shine.  
As a Warehouse Team Leader, you'll be at the heart of the action, ensuring parcels are handled with precision, operational targets are met, and safety and quality standards are top-notch. You'll lead a fantastic team, inspiring them to deliver excellence every day while driving performance and fostering a positive, results-driven culture.  
But it's not just about what you'll do — it's about where you'll do it. With a commitment to personal growth and career development, **the client** is the place where you can take your career to new heights. Whether you're looking to develop your leadership skills, grow in logistics, or make an impact in a world-class organization, this is the opportunity for you!  
- Lead and inspire a motivated team, ensuring smooth and efficient parcel handling, sorting, and scanning.
- Drive the performance of the warehouse by managing the throughput of parcels to meet and exceed operational targets.
- Perform quality checks to guarantee all parcels meet company standards, keeping safety at the forefront.
- Train and develop new team members, helping them excel and maintain top-tier performance.
- Support the shift manager by addressing any challenges and ensuring the day-to-day operations run smoothly.
- Foster a clean, safe, and organized warehouse environment, championing both company policies and health & safety standards.
- A passionate, proactive leader with experience in warehouse management or a similar role.
- Excellent communication skills, with the ability to motivate and guide a team.
- Flexibility and adaptability in a high-energy environment.
- Physically fit and ready to meet the demands of the warehouse.
- A commitment to upholding safety and operational excellence.
- **Right to Work in the UK**: You must have the legal right to work in the UK.
We love to reward our people for the great work they do:  
- Build a secure future with a competitive Pension Scheme
- Peace of mind with Life Insurance
- Stay active with our Cycle2Work scheme
- Get the support you need with our Employee Assistance Program","{""error"": ""Error code: 400 - {'error': {'message': \""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model.\"", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 400 - {'error': {'message': ""Invalid parameter: 'response_format' of type 'json_object' is not supported with this model."", 'type': 'invalid_request_error', 'param': 'response_format', 'code': None}}",,0.0
